RECRD,VESSLTERMS,FEATURE_TYPE,LATDEC,LONDEC,GP_QUALITY,DEPTH
2121,MASSACOIT,"Wreck - Submerged, nondangerous",42.407319,-70.649483,Low,0
2122,CONFIDENCE,"Wreck - Submerged, nondangerous",42.408431,-70.650872,Low,0
2124,HERBERT,"Wreck - Submerged, nondangerous",42.418153,-70.856433,Low,0
2125,GALE,"Wreck - Submerged, nondangerous",42.434542,-70.625317,Low,0
2126,VAN,"Wreck - Submerged, nondangerous",42.440097,-70.670597,Low,0
2127,UNKNOWN,Not Charted,42.458428,-70.906631,Low,0
2128,UNKNOWN,"Wreck - Submerged, nondangerous",42.461483,-70.766156,Low,0
2129,AUGUSTA SNOW,Not Charted,42.461764,-70.579483,Low,0
2130,LILLIAN E. KERR,Not Charted,42.466772,-68.582775,Low,0
2131,UNKNOWN,"Wreck - Submerged, nondangerous",42.476761,-70.722819,Low,0
2132,AEOLUS,Not Charted,42.500111,-67.082725,Low,0
2133,RESTLESS,"Wreck - Submerged, nondangerous",42.500097,-70.416147,High,0
2134,JAMES L. MALLOY,"Wreck - Submerged, nondangerous",42.500094,-70.699486,Low,0
2135,NORSEMAN,"Wreck - Submerged, dangerous to surface navigation",42.500094,-70.799489,Poor,0
2136,UNKNOWN,Wreck - Visible,42.545817,-70.797489,Low,0
2137,DAYTONA,Not Charted,42.550103,-68.966122,Low,0
2138,NATALIE HAMMOND,"Wreck - Submerged, nondangerous",42.550097,-70.249478,Low,0
2141,ROB ROY,Not Charted,42.616781,-66.166028,Low,0
2142,UNKNOWN,"Wreck - Submerged, nondangerous",42.665094,-70.47115,Low,0
2143,CALIFORNIA II,"Wreck - Submerged, dangerous to surface navigation",42.673706,-70.571431,Low,0
2144,CHARLES S. HAIGHT,"Wreck - Submerged, dangerous to surface navigation",42.676761,-70.584486,Poor,0
2145,ALDEN,"Wreck - Submerged, nondangerous",42.691761,-70.322814,Low,0
2146,MEDFORD,Not Charted,42.750103,-68.0911,Low,0
2149,ROBERT AND RICH,Not Charted,42.800097,-69.349469,Poor,0
2150,PILE DRIVER N,Not Charted,42.806758,-70.607822,Low,0
2170,A.G. HOLLAND,Not Charted,42.933456,-63.732614,Low,0
2171,G.M. HOLLETT,Not Charted,42.933456,-63.732614,Low,0
2172,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.935922,-70.736161,Low,0
2173,WILLIAM A. MACHEN,Not Charted,42.950092,-70.499489,Poor,0
2174,WM H MACHEN,Not Charted,42.950092,-70.512822,Low,0
2175,UNKNOWN,"Wreck - Submerged, nondangerous",42.950922,-70.674492,Low,0
2177,KITTY BROOK,Not Charted,42.981488,-64.934253,Low,0
2178,SAMUEL J. GAUCHER,Not Charted,43.008422,-70.599492,Poor,0
2179,STEWART SALTER,Not Charted,43.016761,-69.616144,Low,0
2183,U-754,Not Charted,43.033447,-64.865989,Low,0
2185,E.NICKERSON,,43.083453,-63.749283,Low,0
2186,ELLEN T. MARSH,Not Charted,43.083442,-65.832689,Low,0
2189,SKOTTLAND,Not Charted,43.116767,-67.299408,Low,0
2190,EMPIRE KNIGHT (1),"Wreck - Submerged, nondangerous",43.103139,-70.451278,Med,0
2191,DOMINION HALSYD,Not Charted,43.118144,-70.295322,Low,0
2194,EMPIRE SEAL,Not Charted,43.233444,-64.749319,Low,0
2195,LAKE OSWEYA,Not Charted,43.233444,-64.749319,Low,0
2197,UNKNOWN,Not Charted,43.241753,-70.457828,Low,0
2204,THIRLEY,Not Charted,43.316769,-66.249375,Low,0
2206,FOAM,,43.333453,-63.1326,Low,0
2207,EBB,Not Charted,43.33345,-63.665953,Low,0
2208,LIVERPOOL PACKET,Not Charted,43.333436,-66.332711,Low,0
2218,OCANA,Not Charted,43.401497,-64.746544,Low,0
2219,ST. CHRISTOPHER,Not Charted,43.408422,-68.816136,Low,0
2220,UNKNOWN,Not Charted,43.416772,-65.482683,Low,0
2221,ANITA PERRY,Not Charted,43.416767,-66.699392,Low,0
2222,SIDNEY B ATWOOD,Not Charted,43.416764,-66.816064,Low,0
2223,EMP KINGFISHER,Not Charted,43.433436,-65.666022,Low,0
2224,CATAWANTEAK,Not Charted,43.464808,-69.315872,Low,0
2225,LOTTIE MERCHANT,Not Charted,43.500086,-69.082814,Low,0
2226,PE 56,Not Charted,43.500086,-70.099489,Low,0
2227,WASHINGTON B. THOMAS,Not Charted,43.503417,-70.306158,Poor,0
2229,BAY STATE,Not Charted,43.555083,-70.216156,Poor,0
2231,WEST JAFFREY,Not Charted,43.6001,-65.999369,Low,0
2232,S-21,Not Charted,43.614806,-69.989489,Low,0
2233,U.S.S.21,Not Charted,43.615083,-69.989489,Poor,0
2239,BOHEMIAN,Not Charted,43.700083,-69.399489,Poor,0
2240,UNKNOWN,Wreck - Visible,43.707025,-70.136992,Low,0
2241,UNKNOWN,Not Charted,43.714294,-66.274111,Low,0
2242,HARTWELSON,Not Charted,43.72925,-69.624489,Low,0
2244,UNKNOWN,Not Charted,43.745103,-65.085728,Low,0
2249,ELEUTHERIAN,Not Charted,43.783436,-64.765997,Low,0
2250,CHARLOTTETOWN,Not Charted,43.855658,-64.740997,Low,0
2251,CAROLYN,Not Charted,43.896747,-69.06615,Poor,0
2252,SILVER RAY,,43.900103,-64.265983,Low,0
2253,EMPIRE SUN,,43.916769,-64.365986,Low,0
2255,UNKNOWN,Not Charted,43.966758,-66.182711,Low,0
2257,AMPHITRITE,,44,-63,Poor,0
2258,MARY QURRIE,,44.000103,-63.999308,Poor,0
2259,CORNWALLIS,Not Charted,44.01675,-68.332792,Low,0
2260,CITY OF PORTLAND,Not Charted,44.040914,-69.040317,Poor,0
15209,UNKNOWN,"Wreck - Submerged, nondangerous",40.48225,-73.577278,,
2264,REIGH COUNT,,44.133439,-63.249286,Low,0
2265,LUZ BLANCA,,44.133417,-63.949306,Low,0
2267,ROYAL TAR,Not Charted,44.200078,-68.799472,Poor,0
2268,KARS,Not Charted,44.250103,-63.415961,Low,0
2269,HALMA,,44.283433,-63.382628,Low,0
2270,DORNFONTEIN,Not Charted,44.283417,-66.999414,Low,0
2271,PONTIAC,,44.300103,-63.099283,Low,0
2272,EMPIRE STORY,Not Charted,44.300083,-66.399389,Low,0
2273,COLLAMER,,44.322325,-63.149286,Low,0
2274,OTTER,,44.333433,-63.440964,Low,0
2275,ATHELVIKING,,44.3501,-63.499297,Low,0
2276,KOLKHOZNIK,,44.407319,-63.589025,Low,0
2277,CLAYOQUOT,,44.416767,-63.415964,Low,0
2279,EMMA BROWN,,44.438983,-64.145153,Low,0
2280,KAAPAREN,,44.447319,-63.418742,Low,0
2281,M. VAN BUREN,,44.450097,-63.432631,Low,0
2282,JAMES STANLEY,Not Charted,44.450097,-63.665972,Low,0
2283,BR FREEDOM,,44.458492,-63.457633,Low,0
2284,ESQUIMALT,,44.466767,-63.165956,Low,0
2285,ODYSSEUS,,44.466764,-63.549303,Low,0
2286,DREDGE 2,,44.483433,-63.182625,Low,0
2287,SONJA MAERSK,,44.483431,-63.532636,Low,0
2290,BUNDLER,,44.533333,-63.082622,Low,0
2291,UNKNOWN,,44.541764,-63.390964,Low,0
2292,HEBRIDEAN,,44.566764,-63.482636,Low,0
2293,D.M.MUNRO,Not Charted,44.573411,-67.357764,Low,0
2294,CAMPERDOWN,,44.583428,-63.465967,Low,0
2295,CLARE LILLEY,,44.583428,-63.465967,Low,0
2296,UNKNOWN,,44.599539,-63.536803,Low,0
2297,UNKNOWN,,44.60565,-63.541803,Low,0
2298,EDUARDO,Not Charted,44.618411,-67.237761,Poor,0
2299,UNKNOWN,,44.618983,-63.554583,Low,0
2301,HAVANA,,44.623428,-63.555972,Low,0
2302,UNKNOWN,,44.62565,-63.555139,Low,0
2303,UNKNOWN,,44.626206,-63.53625,Low,0
2304,GOV. CORNWALLIS,,44.633428,-63.415967,Low,0
2305,UNKNOWN,,44.633706,-63.529861,Low,0
2306,TRONGATE,,44.648706,-63.558194,Low,0
2307,UNKNOWN,Not Charted,44.663428,-63.560139,Low,0
2308,UNKNOWN,,44.66565,-63.582917,Low,0
2309,DAMARA,,44.677875,-63.034567,Low,0
2315,IMO,,44.675094,-63.607642,Low,0
2316,MOUNT BLANC,,44.675094,-63.607642,Low,0
2318,GRANDEE,,44.676483,-63.615142,Low,0
14069,UNKNOWN,"Wreck - Submerged, nondangerous",42.348003,-70.683147,High,155
14072,UNKNOWN,"Wreck - Submerged, nondangerous",42.433178,-70.578736,High,269
54110,UNKNOWN,,55.207333,-162.696194,,
14109,JAN,"Wreck - Submerged, dangerous to surface navigation",41.829972,-70.143028,Med,
12437,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.380439,-70.995228,High,17
12438,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.380922,-71.005625,High,17
12439,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.368972,-71.053056,High,10
12440,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.37075,-71.051361,High,29
12441,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.373894,-71.011458,High,9
12442,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.34175,-71.03125,High,18
12448,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.330583,-71.002639,High,12
12455,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.916758,-70.749494,Low,
13626,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",41.779925,-70.475625,,31
14141,WRECK,"Wreck - Submerged, nondangerous",42.517242,-70.434753,Med,
13675,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.607389,-70.670111,High,4.98
12530,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.388592,-70.90975,High,55
12532,UNKNOWN,"Wreck - Submerged, nondangerous",42.394992,-70.884517,High,86
12557,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.381639,-71.047556,High,18
13060,S/C TUBBY TOO,"Wreck - Submerged, dangerous to surface navigation",43.650083,-70.246158,Low,
13244,UNKNOWN,"Wreck - Submerged, nondangerous",42.516667,-70.435,Low,
13245,UNKNOWN,"Wreck - Submerged, nondangerous",42.510278,-70.380278,Low,
13246,UNKNOWN,"Wreck - Submerged, nondangerous",42.383469,-70.066725,High,
13326,UNKNOWN,"Wreck - Submerged, nondangerous",42.412436,-70.812678,High,98
13327,UNKNOWN,"Wreck - Submerged, nondangerous",42.369911,-70.765922,High,104
13328,UNKNOWN,"Wreck - Submerged, nondangerous",42.435944,-70.842517,High,90
13329,UNKNOWN,"Wreck - Submerged, nondangerous",42.391236,-70.738561,High,141
13843,WRECK,"Wreck - Submerged, dangerous to surface navigation",42.008436,-70.189469,Med,118
13844,WRECK,"Wreck - Submerged, dangerous to surface navigation",42.033436,-70.171136,Med,65
13845,WRECK,"Wreck - Submerged, dangerous to surface navigation",42.051769,-70.151136,Med,5
13846,WRECK,Wreck - Visible,42.039611,-70.185333,Low,10
13848,WRECK,"Wreck - Submerged, dangerous to surface navigation",42.048056,-70.179333,Med,14
13849,WRECK,Wreck - Visible,42.050833,-70.181667,High,4
13867,LADY LYNN,"Wreck - Submerged, dangerous to surface navigation",42.585353,-70.675036,High,11.73
13869,WRECK,Wreck - Visible,41.789883,-70.514033,Low,4
14003,UNKNOWN,"Wreck - Submerged, nondangerous",42.500064,-70.26815,Low,
14033,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.362056,-71.029528,High,23
14035,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.363278,-71.037833,High,8
10200,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.341944,-71.036528,Med,
10201,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.342319,-71.036994,Med,
10203,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.352153,-71.038578,Med,
10207,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.360539,-71.030711,High,12
10208,PATTY JEAN,"Wreck - Submerged, dangerous to surface navigation",42.362194,-71.03025,High,5
10212,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.381,-71.055667,Med,11
10213,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.381722,-71.048639,High,17
10215,UNKNOWN,Wreck - Visible,42.373333,-71.044028,Med,
10216,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.374861,-71.042361,High,
10217,UNKNOWN,Wreck - Visible,42.376806,-71.043333,Med,
10218,UNKNOWN,Wreck - Visible,42.390972,-71.071889,Med,
10219,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.393722,-71.075417,Med,
10220,UNKNOWN,Wreck - Visible,42.394028,-71.075722,Med,
10221,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.384083,-71.040139,Med,
10222,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.384444,-71.040389,Med,
10223,UNKNOWN,Wreck - Visible,42.384389,-71.039583,Med,
10224,UNKNOWN,Wreck - Visible,42.384333,-71.038833,High,
10225,UNKNOWN,Wreck - Visible,42.384556,-71.039028,Med,
10226,UNKNOWN,Wreck - Visible,42.385,-71.037611,Med,
10228,UNKNOWN,Wreck - Visible,42.383389,-71.032611,Med,
10229,UNKNOWN,Wreck - Visible,42.383667,-71.032556,Med,
10230,UNKNOWN,Wreck - Visible,42.383889,-71.031222,High,
10231,UNKNOWN,Wreck - Visible,42.382972,-71.028556,Med,
10232,UNKNOWN,Wreck - Visible,42.383444,-71.028611,Med,
10233,UNKNOWN,Wreck - Visible,42.385111,-71.030611,High,
10234,UNKNOWN,Wreck - Visible,42.385417,-71.032111,Med,
10235,UNKNOWN,Wreck - Visible,42.385611,-71.031806,Med,
10238,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.394222,-71.015611,High,
10244,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.381033,-70.995544,High,15
10331,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.24885,-70.972547,High,
10332,UNKNOWN,Wreck - Visible,42.256322,-70.980714,High,
10333,UNKNOWN,Wreck - Visible,42.256489,-70.980047,High,
10334,UNKNOWN,Wreck - Visible,42.256489,-70.979492,High,
10336,UNKNOWN,Wreck - Visible,42.252861,-70.926992,Med,
10337,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.254267,-70.925825,High,
10338,UNKNOWN,Wreck - Visible,42.298989,-71.002828,High,
10339,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.271667,-70.948333,Med,
10365,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.352083,-70.903917,Low,
10366,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.3351,-70.895603,High,
10367,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.336211,-70.899492,Low,
10368,BMD BARGE NO. 21,"Wreck - Submerged, dangerous to surface navigation",42.337528,-70.898028,Low,
10369,UNKNOWN,Wreck - Visible,42.340097,-70.898936,High,
10370,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.342889,-70.895139,Med,
10371,UNKNOWN,Wreck - Visible,42.338711,-70.885881,High,
10372,UNKNOWN,Wreck - Visible,42.352458,-70.892686,High,
10374,AEROC NO 1,"Wreck - Submerged, dangerous to surface navigation",42.358431,-70.894492,Low,
10377,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.369722,-70.911667,Low,
10380,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.286278,-71.038167,High,
10381,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.285489,-71.03755,High,
10382,UNKNOWN,Wreck - Visible,42.285767,-71.035606,High,
10383,UNKNOWN,Wreck - Visible,42.287378,-71.033828,High,
10384,UNKNOWN,Wreck - Visible,42.297028,-71.044028,Med,
9292,THREE GIRLS,"Wreck - Submerged, nondangerous",42.1751,-70.176417,Low,0
10041,UNKNOWN,Wreck - Visible,44.899853,-67.0045,High,0
10342,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.298544,-70.935547,High,
10347,UNKNOWN,Wreck - Visible,42.311583,-71.0175,Low,
10348,UNKNOWN,Wreck - Visible,42.315042,-71.01455,High,
10349,UNKNOWN,Wreck - Visible,42.31525,-71.013528,Med,
10350,UNKNOWN,Wreck - Visible,42.318611,-71.003139,Med,
10351,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.300886,-70.968189,High,12
10353,UNKNOWN,Wreck - Visible,42.321764,-70.968658,High,
10354,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.323,-70.988111,Med,
10355,UNKNOWN,Wreck - Visible,42.3235,-70.988333,Med,
10358,CAROL  A,"Wreck - Submerged, dangerous to surface navigation",42.302772,-70.918883,High,21
10360,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.329878,-70.926269,High,
10361,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.337597,-70.906436,Low,
10362,BMD BARGE NO. 17/9,"Wreck - Submerged, dangerous to surface navigation",42.337597,-70.904492,Med,
10195,SIDEWINDER,"Wreck - Submerged, dangerous to surface navigation",42.340097,-70.952825,Med,
10196,TIMROD,"Wreck - Submerged, dangerous to surface navigation",42.329644,-71.002622,High,
2955,UNKNOWN,Wreck - Visible,44.59385,-68.812492,,0
2956,UNKNOWN,Wreck - Visible,44.593628,-68.812475,High,0
2957,UNKNOWN,Wreck - Visible,44.589294,-68.864478,High,0
2959,UNKNOWN,Wreck - Visible,44.5666,-68.795058,High,0
2963,UNKNOWN,Wreck - Visible,44.464658,-68.876586,High,0
2966,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",44.387408,-68.977644,Low,0
2967,UNKNOWN,Wreck - Visible,44.382019,-68.774889,Low,0
3010,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",44.350131,-68.857108,High,8.6
3011,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",44.327075,-68.908975,Med,0
3013,UNKNOWN,Wreck - Visible,44.307328,-68.897975,High,0
3015,UNKNOWN,Wreck - Visible,44.251161,-68.921003,High,0
3029,UNKNOWN,Wreck - Visible,44.277856,-68.915586,High,0
2853,MICHAEL DAVID,"Wreck - Submerged, dangerous to surface navigation",44.126881,-68.881333,High,21
7471,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",41.775106,-70.461969,Low,0
7838,KIOWA,"Wreck - Submerged, dangerous to surface navigation",42.322336,-70.864822,Med,0
7842,HENRY ENDICOTT,"Wreck - Submerged, dangerous to surface navigation",41.91245,-70.492781,Med,0
7844,JUNE K,"Wreck - Submerged, nondangerous",42.039358,-70.500439,Med,0
7853,FERO QUEEN,"Wreck - Submerged, nondangerous",42.862478,-70.623728,Med,0
7558,GEORGINA M.,"Wreck - Submerged, nondangerous",42.073433,-70.330028,Low,0
7559,CAPTAIN BILL,"Wreck - Submerged, nondangerous",42.1151,-70.132803,Low,22
7560,HEROIC,"Wreck - Submerged, nondangerous",42.350097,-70.332811,Low,0
7564,JEAN AND PATRICIA,"Wreck - Submerged, nondangerous",42.383431,-70.566147,Low,0
7566,UNKNOWN,"Wreck - Submerged, nondangerous",42.416764,-70.574483,Low,0
7567,UNKNOWN,"Wreck - Submerged, nondangerous",42.428431,-70.557817,Low,0
7568,L&W.B.C. CO. 1,"Wreck - Submerged, nondangerous",42.479261,-70.752822,Low,0
7569,CLINTON,"Wreck - Submerged, nondangerous",42.503428,-70.641153,Low,0
7570,MORITZ,"Wreck - Submerged, nondangerous",42.504261,-70.655042,Low,0
7571,UNKNOWN,"Wreck - Submerged, nondangerous",42.555094,-70.609486,Low,0
7572,GLOUCESTER QUEEN,"Wreck - Submerged, dangerous to surface navigation",42.580094,-70.619486,High,0
7573,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.616761,-70.559483,High,0
14568,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.384417,-71.027056,High,33
14569,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.381917,-71.048889,High,13
7574,UNKNOWN,"Wreck - Submerged, nondangerous",42.625094,-70.554483,Low,0
7310,EXPLORER,"Wreck - Submerged, nondangerous",42.650125,-64.282628,Low,0
7320,CHESTER A. POLING,"Wreck - Submerged, dangerous to surface navigation",42.572389,-70.670319,Low,0
7968,VILLANOVA,"Wreck - Submerged, nondangerous",42.666761,-70.199478,Low,0
7978,MARIANNA,"Wreck - Submerged, nondangerous",42.666761,-70.199478,Low,0
4685,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.324861,-70.991944,Low,0
4239,UNKNOWN,Wreck - Visible,42.613344,-70.679489,,0
14646,HARKNESS,"Wreck - Submerged, nondangerous",43.883333,-68.862222,Low,75
14570,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.360917,-71.030333,High,14
54149,WRECK,Wreck - Visible,56.253861,-134.650306,,
14791,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",44.879611,-67.140056,High,48
14794,UNKNOWN,Wreck - Visible,44.904333,-67.011444,Low,
14804,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",44.9025,-66.972778,Low,27.4
15179,WRECK,"Wreck - Submerged, dangerous to surface navigation",41.288,-71.993528,,
15148,UNKNOWN,"Wreck - Submerged, nondangerous",43.116417,-70.450861,Med,147
15197,WRECK,"Wreck - Submerged, nondangerous",40.948694,-73.202167,,10.3
15198,WK AREA,"Wreck - Submerged, dangerous to surface navigation",40.932667,-73.181028,,5.69
54116,WRECK,"Wreck - Submerged, dangerous to surface navigation",35.168778,-120.746111,,
